"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"13001","0","10","70","0","1990","A","","Appling County, Georgia","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",300,5104,116530786,0,0,439,22833,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",15,5.3,-255,-4.8,3034859,2.7,-33450054,-100.0,-370522,-100.0,32,7.9,1655,7.8
"13001","1","10","71","0","1990","A","","Appling County, Georgia","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",7,54,1191652,0,0,428,22274,"",3.06,0.36,0.27,0.00,0.00,0.76,0.76,"",1,16.7,1,1.9,43358,3.8,0,0.0,0,0.0,12,2.9,609,2.8
"13001","1","102","72","0","1990","A","","Appling County, Georgia","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",7,54,1191652,0,0,428,22274,"",3.08,0.37,0.28,0.00,0.00,0.76,0.76,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","1021","73","0","1990","A","","Appling County, Georgia","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",3,30,715686,0,0,463,24057,"",3.44,0.67,0.53,0.00,0.00,0.80,0.80,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","1023","73","0","1990","A","","Appling County, Georgia","Federal Government","Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",1,11,273569,0,0,475,24683,"",10.89,6.47,5.25,0.00,0.00,0.81,0.81,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","1028","73","0","1990","A","","Appling County, Georgia","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",3,13,202397,0,0,307,15979,"",2.54,0.17,0.09,0.00,0.00,0.54,0.54,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","48-49","74","0","1990","A","","Appling County, Georgia","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",3,30,715686,0,0,463,24057,"",3.55,0.73,0.56,0.00,0.00,0.77,0.77,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","491","75","0","1990","A","","Appling County, Georgia","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,30,715686,0,0,463,24057,"",3.62,0.77,0.60,0.00,0.00,0.78,0.78,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","4911","76","0","1990","A","","Appling County, Georgia","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,30,715686,0,0,463,24057,"",3.62,0.77,0.60,0.00,0.00,0.78,0.78,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","49111","77","0","1990","A","","Appling County, Georgia","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,30,715686,0,0,463,24057,"",3.62,0.77,0.60,0.00,0.00,0.78,0.78,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","491110","78","0","1990","A","","Appling County, Georgia","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,30,715686,0,0,463,24057,"",3.62,0.77,0.60,0.00,0.00,0.78,0.78,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","52","74","0","1990","A","","Appling County, Georgia","Federal Government","Finance and insurance","County, NAICS Sector -- by ownership sector","All establishment sizes",1,11,273569,0,0,475,24683,"",10.94,6.58,5.30,0.00,0.00,0.80,0.80,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","522","75","0","1990","A","","Appling County, Georgia","Federal Government","Credit intermediation and related activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,11,273569,0,0,475,24683,"",12.73,17.48,17.99,0.00,0.00,1.02,1.02,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13001","1","5222","76","0","1990","A","","Appling County, Georgia","Federal Government","Nondepository credit intermediation","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,11,273569,0,0,475,24683,"",12.76,17.52,18.04,0.00,0.00,1.02,1.02,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
