"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"48231","0","10","70","0","1990","A","","Hunt County, Texas","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",1092,23910,496677755,0,0,399,20773,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",27,2.5,1102,4.8,37359735,8.1,-153803232,-100.0,-3183955,-100.0,12,3.1,635,3.2
"48231","1","10","71","0","1990","A","","Hunt County, Texas","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,221,6634544,0,0,578,30032,"",0.96,0.31,0.35,0.00,0.00,1.13,1.13,"",1,14.3,-4,-1.8,575213,9.5,0,0.0,0,0.0,61,11.8,3102,11.5
"48231","1","102","72","0","1990","A","","Hunt County, Texas","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,221,6634544,0,0,578,30032,"",0.97,0.33,0.37,0.00,0.00,1.13,1.13,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","1021","73","0","1990","A","","Hunt County, Texas","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",1,191,5848879,0,0,590,30663,"",0.32,0.91,1.02,0.00,0.00,1.13,1.13,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","1028","73","0","1990","A","","Hunt County, Texas","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",6,25,681338,0,0,531,27622,"",1.40,0.07,0.07,0.00,0.00,1.03,1.03,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","48-49","74","0","1990","A","","Hunt County, Texas","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,191,5848879,0,0,590,30663,"",0.33,1.00,1.08,0.00,0.00,1.08,1.08,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","491","75","0","1990","A","","Hunt County, Texas","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,191,5848879,0,0,590,30663,"",0.33,1.05,1.15,0.00,0.00,1.10,1.09,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","4911","76","0","1990","A","","Hunt County, Texas","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,191,5848879,0,0,590,30663,"",0.33,1.05,1.15,0.00,0.00,1.10,1.09,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","49111","77","0","1990","A","","Hunt County, Texas","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,191,5848879,0,0,590,30663,"",0.33,1.05,1.15,0.00,0.00,1.10,1.09,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","491110","78","0","1990","A","","Hunt County, Texas","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,191,5848879,0,0,590,30663,"",0.33,1.05,1.15,0.00,0.00,1.10,1.09,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","92","74","0","1990","A","","Hunt County, Texas","Federal Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",6,25,681338,0,0,531,27622,"",1.40,0.07,0.07,0.00,0.00,1.03,1.03,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","923","75","0","1990","A","","Hunt County, Texas","Federal Government","Administration of human resource programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,11,335449,0,0,600,31205,"",2.96,0.36,0.38,0.00,0.00,1.08,1.08,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","9231","76","0","1990","A","","Hunt County, Texas","Federal Government","Administration of human resource programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,11,335449,0,0,600,31205,"",2.96,0.36,0.38,0.00,0.00,1.08,1.08,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","92313","77","0","1990","A","","Hunt County, Texas","Federal Government","Other human resource programs administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,11,335449,0,0,600,31205,"",4.03,0.64,0.72,0.00,0.00,1.16,1.16,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","923130","78","0","1990","A","","Hunt County, Texas","Federal Government","Other human resource programs administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,11,335449,0,0,600,31205,"",4.03,0.64,0.72,0.00,0.00,1.16,1.16,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","924","75","0","1990","A","","Hunt County, Texas","Federal Government","Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,10,236281,0,0,447,23241,"",1.77,0.40,0.36,0.00,0.00,0.89,0.89,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","9241","76","0","1990","A","","Hunt County, Texas","Federal Government","Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,10,236281,0,0,447,23241,"",1.77,0.40,0.36,0.00,0.00,0.89,0.89,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","92412","77","0","1990","A","","Hunt County, Texas","Federal Government","Administration of conservation programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,10,236281,0,0,447,23241,"",1.79,0.46,0.44,0.00,0.00,0.94,0.93,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","924120","78","0","1990","A","","Hunt County, Texas","Federal Government","Administration of conservation programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,10,236281,0,0,447,23241,"",1.79,0.46,0.44,0.00,0.00,0.94,0.93,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","926","75","0","1990","A","","Hunt County, Texas","Federal Government","Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,3,65566,0,0,459,23842,"",1.16,0.05,0.05,0.00,0.00,0.98,0.97,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","9261","76","0","1990","A","","Hunt County, Texas","Federal Government","Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,3,65566,0,0,459,23842,"",1.16,0.05,0.05,0.00,0.00,0.98,0.97,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48231","1","92614","77","0","1990","A","","Hunt County, Texas","Federal Government","Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,3,65566,0,0,459,23842,"",2.02,0.26,0.21,0.00,0.00,0.86,0.86,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0
